Id,Name,WeekSales,WeekPSales,WeekBudget,WeekPBudget,PrevPeriodSales,PrevPeriodBudget,Date,ExpenseType
907,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
908,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
909,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
910,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
911,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
912,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
913,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
914,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
915,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
916,Credit Card Processing,35.82,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
917,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
918,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
919,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
920,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
921,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
922,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
923,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
924,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
925,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
926,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
927,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
928,Credit Card Processing,35.82,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
929,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
930,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
931,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
932,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
933,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
934,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
935,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
936,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
937,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
938,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
939,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
940,Credit Card Processing,35.82,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
941,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
942,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
943,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
944,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
945,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
946,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
947,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
948,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
949,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
950,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
951,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
952,Credit Card Processing,35.82,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
953,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
954,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
955,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
956,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
957,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
958,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
959,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
960,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
961,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
962,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
963,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
964,Credit Card Processing,35.82,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
965,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
966,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
967,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
968,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
969,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
970,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
971,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
972,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
973,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
974,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
975,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
976,Credit Card Processing,35.82,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
977,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
978,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
979,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
980,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
981,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
982,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
983,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
984,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
985,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
986,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
987,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
988,Credit Card Processing,35.82,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
989,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
990,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
991,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
992,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
993,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
994,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
995,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
996,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
997,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
998,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
999,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1000,Credit Card Processing,38.47001,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1001,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1002,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1003,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1004,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1005,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1006,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1007,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1008,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1009,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1010,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1011,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1012,Credit Card Processing,38.47001,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1013,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1014,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1015,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1016,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1017,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1018,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1019,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1020,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1021,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1022,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1023,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1024,Credit Card Processing,39.41001,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1025,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1026,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1027,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1028,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1029,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1030,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1031,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1032,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1033,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1034,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1035,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1036,Credit Card Processing,39.55001,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1037,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1038,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1039,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1040,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1041,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1042,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1043,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1044,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1045,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1046,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1047,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1048,Credit Card Processing,41.66,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1049,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1050,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1051,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1052,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1053,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1054,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1055,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1056,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1057,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1058,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1059,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1060,Credit Card Processing,41.74,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1061,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1062,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1063,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1064,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1065,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1066,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1067,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1068,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1069,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1070,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1071,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1072,Credit Card Processing,41.74,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1073,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1074,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1075,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1076,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1077,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1078,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1079,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1080,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1081,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1082,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1083,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1084,Credit Card Processing,41.74,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1085,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1086,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1087,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1088,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1089,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1090,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1091,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1092,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1093,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1094,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1095,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1096,Credit Card Processing,42.24,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1097,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1098,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1099,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1100,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1101,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1102,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1103,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1104,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1105,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1106,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1107,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1108,Credit Card Processing,42.24,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1109,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1110,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1111,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1112,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1113,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1114,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1115,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1116,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1117,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1118,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1119,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1120,Credit Card Processing,42.24,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1121,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1122,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1123,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1124,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1125,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1126,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1127,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1128,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1129,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1130,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1131,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1132,Credit Card Processing,42.24,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1133,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1134,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1135,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1136,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1137,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1138,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1139,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1140,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1141,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1142,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1143,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1144,Credit Card Processing,42.24,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1145,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1146,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1147,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1148,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1149,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1150,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1151,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1152,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1153,Food,2713.42,0.9694421,0,0,28246.88,0,2/12/2018 12:00:00 AM,Sales
1154,Beverage,74.42,0.02658854,0,0,998.5599,0,2/12/2018 12:00:00 AM,Sales
1155,Other,11.11,0.003969345,0,0,125.44,0,2/12/2018 12:00:00 AM,Sales
1156,Food,0,0,0,0,4931.455,0,2/12/2018 12:00:00 AM,Cost of Sales
1157,Beverage,0,0,0,0,0,0,2/12/2018 12:00:00 AM,Cost of Sales
1158,Paper Goods,0,0,0,0,1569.119,0,2/12/2018 12:00:00 AM,Cost of Sales
1159,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1160,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1161,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1162,Credit Card Processing,70.44001,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1163,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1164,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1165,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1166,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1167,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1168,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1169,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1170,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1171,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1172,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1173,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1174,Credit Card Processing,71.23001,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1175,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1176,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1177,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1178,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1179,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1180,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1181,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1182,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1183,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1184,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1185,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1186,Credit Card Processing,57.09999,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1187,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1188,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1189,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1190,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1191,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1192,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1193,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1194,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1195,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1196,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1197,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1198,Credit Card Processing,103.0201,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1199,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1200,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1201,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1202,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1203,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1204,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1205,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1206,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1207,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1208,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1209,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
